,search-city,search-key,company,phno,actual-address,actual-tags
5,Mumbai,readymade-garments,"The Raymond Shop in Kalyan West, Mumbai",+(91)-9152787358,"Zojwala Complex, Agra Road, Kalyan West, Thane - 421301, Near Shivaji Chowk","Readymade Garment Retailers, Fabric Retailers, .."
6,Mumbai,readymade-garments,"Kala Niketan R J P Group in JVPD Scheme-Juhu, Mumbai",+(91)-9152551713,"Shop No.4,5,6,Shri Ganesh Kunj C.H.S.Ltd, V M Road Vile Parle (West), JVPD Scheme-Juhu, Mumbai - 400049, Next to Juhu Police Station","Readymade Garment Retailers, Boutiques, .."
7,Mumbai,readymade-garments,"Gajraj Uniform in Kharghar, Mumbai",+(91)-9152760118,"Shop No 3/4, Plot No 40, Samyakul Co-Operative Housing Society Pvt Ltd, Sector 21, Kharghar, Navi Mumbai - 410210, Next to Apeejay School Near Main Gate","Uniform Retailers, School Uniform Retailers"
8,Mumbai,readymade-garments,"Canvastra in Goregaon East, Mumbai",+(91)-9152235368,"Grnd Flr, Laxmi Narayan Opp Anupam Anopolis ( Dominos ), Goregaon East, Mumbai - 400063, Opposite Dheeraj Pooja Near Infant Jesus School Lane","Readymade Garment Retailers, Fashion Designer For Women, .."
9,Mumbai,readymade-garments,"Narii in Kalyan West, Mumbai",+(91)-9152872005,"Zozwala Shopping Center, Agra Road, Kalyan West, Thane - 421301, Near Ramdev Hotel","Readymade Garment Retailers, Dress Material Retailers, .."
10,Mumbai,readymade-garments,"Cambridge Showroom in Grant Road, Mumbai",+(91)-022-23088819,"Shop No 5 And 6, Karanjia Building, MS Ali Road, Grant Road, Mumbai - 400007, Near Novelty Theatre","Readymade Garment Retailers, Trouser Retailers-Cambridge, .."
11,Mumbai,readymade-garments,"Krish Creation in Prabhadevi, Mumbai",+(91)-9324620292,"Shop No 9, Matruashish Building,, Fitwala Road, Prabhadevi, Mumbai - 400013, Opposite  Prabhadevi Station","Readymade Garment Retailers, Kurta Retailers, .."
12,Mumbai,readymade-garments,"King World in Mulund West, Mumbai",+(91)-9152608941,"6/7 Mulund Shivganga Co.Op.Hsg, Sl Road & Zaver Road Junction, Mulund West, Mumbai - 400080, Near Jain Mandir","Readymade Garment Retailers, Jeans Retailers, .."
13,Mumbai,readymade-garments,"Bottom For Groom in Naupada-thane West, Mumbai",+(91)-9819698585,"Shop No 2, Hem Shopping Centre, Gokhale Road, Naupada-thane West, Thane - 400602, Opposite Mc Donalds","Readymade Garment Retailers, Dress Material Retailers, .."
14,Mumbai,readymade-garments,"Prerna Collection & Ladies Tailor in Belavali-Badlapur, Mumbai",+(91)-9152328931,"Shop No 08, Patil Arcade, M Patil Road, Belavali-Badlapur, Thane - 421503, Near Ganesh Chowk","Readymade Garment Retailers, Saree Retailers, .."
15,Mumbai,readymade-garments,"Manjunath Shirts in Fort, Mumbai",+(91)-9152823621,"139, Kamlesh House, Shop No 1, Perin Nariman Street, Fort, Mumbai - 400001, Bazar Gate Street","Readymade Garment Retailers, T Shirt Manufacturers, .."
16,Mumbai,readymade-garments,"Clothes Rack Pvt Ltd in Andheri West, Mumbai",+(91)-9152776976,"Shop No 33/ D, Laxmi Industrial Estate, New Link Road, Andheri West, Mumbai - 400053, Near Terence Lewis Dance Academy","Readymade Garment Retailers, Ladies Readymade Garment Retailers, .."
17,Mumbai,readymade-garments,"The Weed Boutique in Bhandup West, Mumbai",+(91)-9664523773,"Shop No 9 & 16, Vijay Nivas, Jangal Mangal Road, Bhandup West, Mumbai - 400078, Next to Mukesh Classes","Readymade Garment Retailers, Ladies Readymade Garment Retailers, .."
18,Mumbai,readymade-garments,"Relation Family Shop in Boisar, Mumbai",+(91)-7798825248,"Shop No:-29/30, Arihant Market, Ostwal Empire, Boisar Tarapur Road, Boisar, Palghar - 401501, Opposite Bus Depot","Readymade Garment Retailers, Ladies Readymade Garment Retailers, .."
19,Mumbai,readymade-garments,"Fashion Tiara in Vile Parle East, Mumbai",+(91)-9152555758,"Shop No 10, Eastern Court Building, Parleshwer Road Vileparle East, Vile Parle East, Mumbai - 400057, Near Agarwal Market","Readymade Garment Retailers, Boutiques, .."
20,Mumbai,readymade-garments,"Fashion Jungle in Kalamboli, Mumbai",+(91)-9322690444,"Shop No.9A, 12,13,16,17,18,19, Kailash Complex,, Sector 4E, Kalamboli, Navi Mumbai - 410218, Opposite Fish Market","Readymade Garment Retailers, Children Readymade Garment Retailers, .."
21,Mumbai,readymade-garments,"Garvi Gurjari in Juhu, Mumbai",+(91)-9152328974,"B-16, Sanidhya, V.L Mehta Road, JVPD Scheme, Juhu, Mumbai - 400049, Vileparle West","Readymade Garment Retailers, Dress Material Retailers, .."
22,Mumbai,readymade-garments,"Parichay Department Stores Pvt Ltd in Borivali West, Mumbai",+(91)-9152246692,"Shop No 1 and 2, Madhav Apartment, Shimpoli Road, Borivali West, Mumbai - 400092, Opposite Satra Park, Kastur Park","Readymade Garment Retailers, Departmental Stores, .."
23,Mumbai,readymade-garments,"Manika Jain in Parel, Mumbai",+(91)-9820305860,"Flat No 1807, 18th Floor, B Wing, Ashoka Tower, S S Road, Parel, Mumbai - 400012, Opposite ITC Hotel","Readymade Garment Retailers, Boutiques, .."
24,Mumbai,readymade-garments,"Rayyan Creations in Seawoods Sector 48, Mumbai",+(91)-9152156880,"Shop No- 5, Lakhani Palm View , Plot No- 12, Sector 48,, Seawoods Sector 48, navi mumbai - 400706, Opposite New Gothic,  Opposite H P Petrol Pump","Readymade Garment Retailers, Boutiques, .."
25,Mumbai,readymade-garments,"Dawood Khan in Mahim, Mumbai",+(91)-9152611772,"18 Lady Jamshedji Road, Mahim, Mumbai - 400016, Opposite St Michael Church","Readymade Garment Retailers, Tailors, .."
26,Mumbai,readymade-garments,"My Mall in Kalyan West, Mumbai",+(91)-9152635806,"My Mall, Station Road, Kalyan West, Kalyan - 421301, Opp. Post Office and Near Deepak Hotel","Readymade Garment Retailers, Men Readymade Garment Retailers, .."
27,Mumbai,readymade-garments,"Dawood Khan in Oshiwara, Mumbai",+(91)-9152166308,"Vaibhav Palace, Ground Floor, Shop No 1/A, New Link Road, Oshiwara, Mumbai - 400102, Opposite Mega Mall","Readymade Garment Retailers, Children Readymade Garment Manufacturers, .."
28,Mumbai,readymade-garments,"Katieons Boutique in Ulhasnagar No 4, Mumbai",+(91)-9152894826,"Shop No.10 Monish Apt., Near Puneja Classes, Ulhasnagar No 4, Thane - 421004","Readymade Garment Retailers, Men Readymade Garment Retailers, .."
29,Mumbai,readymade-garments,"Cambridge Showroom in Vashi, Mumbai",+(91)-22-27890154,"15/71, Arenja Corner, Sector 17, Vashi, Navi Mumbai - 400703, Opposite SSC Board Office & Florence School","Readymade Garment Retailers, Jeans Retailers, .."
30,Mumbai,readymade-garments,"Teeny Tony Kids Wear and New Born Collections in Goregaon West, Mumbai",+(91)-9820727527,"Shop No 56, Ground Floor, Citi Centre, S V Road, Goregaon West, Mumbai - 400062, Near Ratna Hotel","Readymade Garment Retailers, Children Readymade Garment Retailers, .."
31,Mumbai,readymade-garments,"Kaizer in Chembur East, Mumbai",+(91)-9870580003,"Shop No.B-6-7, Pokar Mansion, Sashikant Hospital Compound, N G Acharya Marg, Chembur East, Mumbai - 400071, Near Syndicate Bank","Readymade Garment Retailers, Jeans Retailers, .."
32,Mumbai,readymade-garments,"Vyaktitwa in Dombivli East, Mumbai",+(91)-9152215442,"Shop No 04, Likhite Tower, Nehru Road, Dombivli East, Thane - 421201, Opposite Axis Bank Near Railway Station","Readymade Garment Retailers, Ladies Readymade Garment Retailers, .."
33,Mumbai,readymade-garments,"Vidhi Collection in Andheri West, Mumbai",+(91)-9152327510,"Shop No 6, Empire Building, Andheri West, Mumbai - 400053, Lokhandwala, Near 1st Cross Lane and Harish Collection","Readymade Garment Retailers, Women Boutiques, .."
34,Mumbai,readymade-garments,"Restyle in Mulund West, Mumbai",+(91)-9152172224,"Shop No 1/4/5, Centre Point Showroom, S L Road, Mulund West, Mumbai - 400080, Besides Jalaram Market And Avanti Dry Fruits","Readymade Garment Retailers, Ladies Readymade Garment Retailers, .."
35,Mumbai,readymade-garments,"Libaaz And Lotus Flute in Powai, Mumbai",+(91)-9152902296,"1203 B Wing Brentwood Building, Hiranandani Gardens Road, Powai, Mumbai - 400076, Opposite Galleria Shopping Mall","Readymade Garment Retailers, Tailors, .."
36,Mumbai,readymade-garments,"Bhartiya Khadi Bhandar in Dadar West, Mumbai",+(91)-9152361773,"Shop No 4, Irani Chawl, Senapati Bapat Marg, Dadar West, Mumbai - 400028, Near Dadar Flower Market","Readymade Garment Retailers, Khadi Bhandar Stores, .."
37,Mumbai,readymade-garments,"Khodal Womans Wear in Naupada-Thane West, Mumbai",+(91)-22-25369698,"SHOP NO.5,TASKAR HOUSE, Ram Maruti Road, Naupada-Thane West, Thane - 400602, NEAR RAJMATA WADAPAV","Readymade Garment Retailers, Boutiques, .."
38,Mumbai,readymade-garments,"The Raymond Shop in Kopar Khairane, Mumbai",+(91)-9975583683,"Unit No-2, Silvernest CHS, Sector-15, Kopar Khairane, Navi Mumbai - 400709, Opp Lions Hospital","Readymade Garment Retailers, Fabric Retailers, .."
39,Mumbai,readymade-garments,"M G Traders in Bandra West, Mumbai",+(91)-9833326610,"Shop No 04  Ground Floor, Lake View Building Bal Samant Marg, Bandra West, Mumbai - 400050, Opposite Bandra Talao","Readymade Garment Retailers, Ladies Readymade Garment Wholesalers, .."
40,Mumbai,readymade-garments,"Mahalaxmi Trading Company in Mahim, Mumbai",+(91)-9152356554,"Shop No. 11, Sikh Chawl, 60 Feet Road, Mahim, Mumbai - 400016, Labour Camp, Kumarwada","Readymade Garment Retailers, Readymade Garment Manufacturers, .."
41,Mumbai,readymade-garments,"Fashion Fever Forever in Vile Parle West, Mumbai",+(91)-9833620433,"Shop No.3, M. L. Spaces,, D J Road, Vile Parle West, Mumbai - 400056, Next to Bank Of Baroda","Readymade Garment Retailers, Children Readymade Garment Retailers, .."
42,Mumbai,readymade-garments,"Saksha Apparels LLP in Grant Road, Mumbai",+(91)-9152330850,"Shop No. 347-A, C Block, United Chambers,, Maulana Shaukatali Ali Road,, Grant Road, Mumbai - 400007, Near Shalimar Cinema","Readymade Garment Retailers, Girls Readymade Garment Manufacturers, .."
43,Mumbai,readymade-garments,"Jaipur Handloom Varma Tailors LLP in Vile Parle East, Mumbai",+(91)-22-26114155,"Guruchaya Co Operative Housing Society, Subhash Road, Vile Parle East, Mumbai - 400057, Near Parle Tilak Vidyalaya","Readymade Garment Retailers, Tailors, .."
44,Mumbai,readymade-garments,"Boisar King in Boisar, Mumbai",+(91)-9152479950,"Shop No.22, Shivkala Arcade, Boisar Tarapur Road, Boisar, Palghar - 401501, Near HDFC Bank and Kotak Mahindra Bank","Readymade Garment Retailers, T Shirt Manufacturers, .."
45,Mumbai,readymade-garments,"Cambridge Showroom in Bandra West, Mumbai",+(91)-022-26454627,"4/5/6, A M House, 31st Road, Linking Road, Bandra West, Mumbai - 400050, Opposite Bandra Talkies","Readymade Garment Retailers, Jeans Retailers, .."
46,Mumbai,readymade-garments,"Nakoda Designer Studio in Thane West, Mumbai",+(91)-22-25439655,"Shankar Villa Building, Kharkar Ali Road, Thane West, Thane - 400601, Opposite Mahajan Wadi","Readymade Garment Retailers, Boutiques, .."
47,Mumbai,readymade-garments,"Suvidha N X in Jogeshwari West, Mumbai",+(91)-9152388512,"Shop No 8, 9, 10, Jiva Patel Chawl, Behram Baug Road, Jogeshwari West, Mumbai - 400102, Opposite M G School","Readymade Garment Retailers, Children Readymade Garment Retailers, .."
48,Mumbai,readymade-garments,"Cambridge Showroom in Chembur East, Mumbai",+(91)-22-25283969,"C/O Cambridge Pt 2/3 Charishma Centre, 19th Road, Chembur East, Mumbai - 400071","Readymade Garment Retailers, Men Readymade Garment Retailers, .."
49,Mumbai,readymade-garments,"Artisza Men in Dadar East, Mumbai",+(91)-22-24155384,"Shop No 2, Sonu Lunch, Tilak Road, Dadar East, Mumbai - 400014, Near Dadar T T Circle","Readymade Garment Retailers, Fabric Retailers, .."
50,Mumbai,readymade-garments,"Feonn in Dadar West, Mumbai",+(91)-22-24366677,"Fashion Icon,Unit No 302-303, Cosmos Platinum,3rd Floor, Gokhale Road,, Dadar West, Mumbai - 400028, Opposite Ashish Industrial Estate","Readymade Garment Retailers, Tailors, .."
51,Mumbai,readymade-garments,"Atharvas House Of Linen in Seawoods, Mumbai",+(91)-9152638427,"Shop No- 49, Plot No- 1 A/B/C,, Sector 46A, Seawoods, Navi Mumbai - 400706, Opposite Dominos Pizza","Readymade Garment Retailers, Gents Tailors, .."
52,Mumbai,readymade-garments,"Amber in Andheri West, Mumbai",+(91)-022-26282869,"Shop No 3/4, Madhav Nagar Building, S V Road, Andheri West, Mumbai - 400058, Near Bus Depot, Near Merwans Cake Shop, Opposite Brahma Kumari Hospital","Readymade Garment Retailers, Tailors, .."
53,Mumbai,readymade-garments,"Krazy NX in Vashi, Mumbai",+(91)-9152487315,"Shop No 2, Ground Floor, F 2, Aditya Apartment, Vashi, Navi Mumbai - 400703, Maruti Jewellers, Sector No 9","Readymade Garment Retailers, Ladies Readymade Garment Retailers, .."
54,Mumbai,readymade-garments,"Cambridge Showroom in Mulund West, Mumbai",+(91)-9152100928,"Damji Kheraj Building, Junction Of R R T Road & Ganesh Gawde Road, Mulund West, Mumbai - 400080, Cambridge Shop","Readymade Garment Retailers, Men Readymade Garment Retailers, .."
55,Mumbai,readymade-garments,"Priya Darshini in Vashi, Mumbai",+(91)-9152672451,"Shop No 23, Big Splash Complex, Sector -17, Vashi, Navi Mumbai - 400703, Opposite Bus Depot, Near Navaratna Hotell","Readymade Garment Retailers, T Shirt Manufacturers, .."
56,Mumbai,readymade-garments,"Jugal Sons in Shanti Nagar-Mira Road, Mumbai",+(91)-9152197138,"B/69, Shop No 9 & 10, Sector No 1, Shanti Nagar-Mira Road, Thane - 401107, Near New India Bank","Readymade Garment Retailers, Turbans On Hire, .."
57,Mumbai,readymade-garments,"Vidhata Sarees in Jogeshwari East, Mumbai",+(91)-9152468575,"A -1, Satelite Classic Shopping Centre, Caves Road, Jogeshwari East, Mumbai - 400060, Opp Hanuman Mandir","Readymade Garment Retailers, Tailors, .."
58,Mumbai,readymade-garments,"Rnc Studio in Mira Road, Mumbai",+(91)-9152192178,"Shop No 30/31/ 32, Sheetal SAI Building, MTNL Road, Mira Road, Thane - 401107, Near MTNL Office","Readymade Garment Retailers, Men Readymade Garment Retailers, .."
59,Mumbai,readymade-garments,"Reliable Designer Studio in Andheri West, Mumbai",+(91)-22-26286045,"Shop No 2, Sujat Mansion, S V Road, Andheri West, Mumbai - 400058, Opposite-Motimahal Restaurant","Readymade Garment Retailers, Shirt Manufacturers, .."
60,Mumbai,readymade-garments,"Xmex Plus Size Fashion in Vile Parle West, Mumbai",+(91)-7666601185,"Shop No.1 Hazrabhai Bldg, Kailash Parbat Restaurant Irla Market, Vile Parle West, Mumbai - 400056, Next to Alfa 5","Readymade Garment Retailers, Men Readymade Garment Retailers, .."
61,Mumbai,readymade-garments,"The Raymond Shop in Kharghar Sector 7, Mumbai",+(91)-9152166516,"Unit No 44/45,Ground Floor & First Floor,Patel Heritage, Kharghar Sector 7, Navi Mumbai - 410210, Near Hiranandani","Readymade Garment Retailers, Tailors For Women, .."
62,Mumbai,readymade-garments,"S Positive The Boutique House in Andheri West, Mumbai",+(91)-7738277112,"Shop No 3A, G Wing, Abhishek Apartment, Juhu Tara Road, Juhu Versova Link Road, Andheri West, Mumbai - 400053, Opposite Abhishek Apartment, Near Balaji Restaurant & Zaf Gym","Readymade Garment Retailers, T Shirt Manufacturers, .."
63,Mumbai,readymade-garments,"Madan Collection Family Showroom in Vikhroli East, Mumbai",+(91)-9867393586,"Shop No 9, Komri Gali, Vikhroli East, Mumbai - 400083, Near Tagore Nagar, Near Shivaji Statue, Hariyali Village, Sector 1, Shivaji Chowk","Readymade Garment Retailers, Saree Retailers, .."
64,Mumbai,readymade-garments,"S Kumar Tailoring Material in Palghar, Mumbai",+(91)-9152614492,"Ganesh Ashish  Building, Mahim Road, Palghar, Palghar - 401404, Near Dena Bank","Readymade Garment Retailers, Fabric Wholesalers, .."
65,Mumbai,readymade-garments,"Kirti Dress Centre in Dadar East, Mumbai",+(91)-9152346575,"Shop 9/10 Kasam Mitha Building, Naigaon Cross Road, Dadar East, Mumbai - 400014, Near Kailash Lassi Shop and Central Railway Foot Bridge","Readymade Garment Retailers, Saree Wholesalers, .."
66,Mumbai,readymade-garments,"Mp Collection in Ulhasnagar No 2, Mumbai",+(91)-9284032630,"Shree Hari Complex,Shop No.102,1st Floor,, Nehru Chowk,, Ulhasnagar No 2, Thane - 421002, Ulhasnagar","Readymade Garment Retailers, Children Readymade Garment Wholesalers, .."
67,Mumbai,readymade-garments,"Silken  Clothing Store in Bandra West, Mumbai",+(91)-22-26434383,"Shop No -3,10 D, Hill Road, Bandra West, Mumbai - 400050, Near Sv Road Signal Junction","Readymade Garment Retailers, Men Readymade Garment Retailers, .."
68,Mumbai,readymade-garments,"Aarmish Synergy INC in Mahim, Mumbai",+(91)-9152310247,"Manorama Nagarkar Marg, Mahim, Mumbai - 400016, Opp Allahabad Bank","Readymade Garment Retailers, Readymade Garment Manufacturers, .."
69,Mumbai,readymade-garments,"Shree Nathji Garment in Jogeshwari East, Mumbai",+(91)-9773364553,"Gala No. 114, Desh Udyog, Jogeshwari East, Mumbai - 400060, Behind High Tech Industry, Near Bank Of Baroda","Readymade Garment Retailers, Tailors, .."
70,Mumbai,readymade-garments,"Maheshwari Paithanij in Manor, Mumbai",+(91)-9860011270,"Raice Arced, Shop No 17,Manor 401 and 403, Manor, Palghar - 401403, Near Tdc Bank Manor","Readymade Garment Retailers, Saree Wholesalers, .."
71,Mumbai,readymade-garments,"Jasmine Annexe in Worli Sea Face, Mumbai",+(91)-9152504318,"261 Malkani Mahal, Dr Annie Beasant Road, Worli Sea Face, Mumbai - 400030, Oppositeb Century Bhavan","Readymade Garment Retailers, Jeans Retailers, .."
72,Mumbai,readymade-garments,"Dawood Khan in Bhendi Bazar, Mumbai",+(91)-9152111279,"16/18 Masjid Street, Masjid Street, Bhendi Bazar, Mumbai - 400003, Near Mandvi Post Office","Readymade Garment Retailers, Men Readymade Garment Retailers, .."
73,Mumbai,readymade-garments,"Javed Boutique in Bandra West, Mumbai",+(91)-022-26423837,"Shop No 3, 404 Haji Mohammed Noora Building, S V Road, Bandra West, Mumbai - 400050, Opposite Sayba Hotel","Readymade Garment Retailers, Boutiques, .."
74,Mumbai,readymade-garments,"Lotus Lifestyle in Boisar, Mumbai",+(91)-9152464736,"Shop No 14, Shroff Trade Center, Navapur Road, Boisar, Palghar - 401501, Opposite Indian Bank","Readymade Garment Retailers, Men Readymade Garment Retailers, .."
75,Mumbai,readymade-garments,"Rajkamal Custom Clothing in Seawoods, Mumbai",+(91)-9152189554,"Shop No 53, Shreeji Heights, Plot No A1,B1,C1, Sector 46A, Seawoods, Navi Mumbai - 400706, Opp Dominos,Near Palm Beach  Road","Readymade Garment Retailers, Fabric Retailers, .."
76,Mumbai,readymade-garments,"Man Mandir Silk in Borivali West, Mumbai",+(91)-9152327514,"S V Road, Borivali West, Mumbai - 400092, Near Railway Station, Opp Jaya Cinema","Readymade Garment Retailers, Boutiques, .."
77,Mumbai,readymade-garments,"Seasons Fashion in Borivali East, Mumbai",+(91)-9967404855,"Shop No 1, Vidya Kunj, Carter Road No 3, Borivali East, Mumbai - 400066, Opposite Ambaji Temple","Readymade Garment Retailers, Tailors, .."
